arduino_id,command_psi,sample_idx,sensor_idx,raw_counts,psi_est
3,0,24,2,4085,1.9945312500000003
3,0,24,3,3971,1.8342187500000002
3,0,25,0,4003,1.8792187500000002
3,0,25,1,3983,1.85109375
3,0,25,2,4083,1.9917187500000002
3,0,25,3,3989,1.8595312500000003
3,0,26,0,4016,1.8975
3,0,26,1,3996,1.8693749999999998
3,0,26,2,4105,2.02265625
3,0,26,3,3999,1.87359375
3,0,27,0,4021,1.9045312500000002
3,0,27,1,4009,1.8876562500000005
3,0,27,2,4116,2.0381250000000004
3,0,27,3,4008,1.8862500000000004
3,0,28,0,4035,1.92421875
3,0,28,1,4015,1.89609375
3,0,28,2,4120,2.0437499999999997
3,0,28,3,4019,1.9017187500000001
3,0,29,0,4040,1.9312500000000004
3,0,29,1,4027,1.9129687499999997
3,0,29,2,4133,2.0620312500000004
3,0,29,3,4027,1.9129687499999997
3,0,30,0,4046,1.9396875
3,0,30,1,4035,1.92421875
3,0,30,2,4142,2.0746875
3,0,30,3,4033,1.92140625
3,0,31,0,4056,1.9537500000000005
3,0,31,1,4040,1.9312500000000004
3,0,31,2,4146,2.0803125000000002
3,0,31,3,4041,1.9326562500000004
3,0,32,0,4065,1.9664062500000001
3,0,32,1,4048,1.9425000000000001
3,0,32,2,4149,2.0845312500000004
3,0,32,3,4047,1.94109375
3,0,33,0,4072,1.9762500000000005
3,0,33,1,4054,1.9509375000000004
3,0,33,2,4161,2.10140625
3,0,33,3,4054,1.9509375000000004
3,0,34,0,4074,1.9790624999999997
3,0,34,1,4059,1.9579687499999998
3,0,34,2,4160,2.1
3,0,34,3,4061,1.96078125
3,0,35,0,4078,1.9846875
3,0,35,1,4065,1.9664062500000001
3,0,35,2,4166,2.1084375000000004
3,0,35,3,4066,1.9678125000000002
3,0,36,0,4078,1.9846875
3,0,36,1,4067,1.9692187500000002
3,0,36,2,4174,2.1196875
3,0,36,3,4071,1.9748437500000005
3,0,37,0,4084,1.9931250000000003
3,0,37,1,4073,1.9776562499999997
3,0,37,2,4172,2.116875
3,0,37,3,4073,1.9776562499999997
3,0,38,0,4084,1.9931250000000003
3,0,38,1,4074,1.9790624999999997
3,0,38,2,4178,2.1253125
3,0,38,3,4072,1.9762500000000005
3,0,39,0,4091,2.00296875
3,0,39,1,4079,1.98609375
3,0,39,2,4187,2.1379687499999998
3,0,39,3,4074,1.9790624999999997
3,0,40,0,4093,2.00578125
3,0,40,1,4078,1.9846875
3,0,40,2,4180,2.1281250000000003
3,0,40,3,4079,1.98609375
3,0,41,0,4091,2.00296875
3,0,41,1,4081,1.98890625
3,0,41,2,4179,2.12671875
3,0,41,3,4079,1.98609375
3,0,42,0,4092,2.004375
3,0,42,1,4082,1.9903125000000002
3,0,42,2,4191,2.14359375
3,0,42,3,4079,1.98609375
3,0,43,0,4099,2.0142187500000004
3,0,43,1,4085,1.9945312500000003
3,0,43,2,4185,2.1351562499999996
3,0,43,3,4080,1.9875
3,0,44,0,4098,2.0128125000000003
3,0,44,1,4086,1.9959375000000004
3,0,44,2,4185,2.1351562499999996
3,0,44,3,4079,1.98609375
3,0,45,0,4097,2.0114062500000003
3,0,45,1,4086,1.9959375000000004
3,0,45,2,4193,2.14640625
3,0,45,3,4085,1.9945312500000003
3,0,46,0,4098,2.0128125000000003
3,0,46,1,4086,1.9959375000000004
3,0,46,2,4185,2.1351562499999996
3,0,46,3,4087,1.9973437500000004
3,0,47,0,4098,2.0128125000000003
3,0,47,1,4085,1.9945312500000003
3,0,47,2,4185,2.1351562499999996
3,0,47,3,4085,1.9945312500000003
3,0,48,0,4098,2.0128125000000003
3,0,48,1,4088,1.9987500000000005
3,0,48,2,4193,2.14640625
3,0,48,3,4086,1.9959375000000004
3,0,49,0,4099,2.0142187500000004
3,0,49,1,4086,1.9959375000000004
3,0,49,2,4185,2.1351562499999996
3,0,49,3,4087,1.9973437500000004
3,2,0,0,4098,2.0128125000000003
3,2,0,1,4090,2.0015625
3,2,0,2,4185,2.1351562499999996
3,2,0,3,4087,1.9973437500000004
3,2,1,0,4104,2.0212499999999998
3,2,1,1,4093,2.00578125
3,2,1,2,4193,2.14640625
3,2,1,3,4086,1.9959375000000004
3,2,2,0,4132,2.0606250000000004
3,2,2,1,4112,2.0325
3,2,2,2,4210,2.1703125000000005
3,2,2,3,4106,2.0240625
3,2,3,0,4224,2.1900000000000004
3,2,3,1,4195,2.14921875
3,2,3,2,4272,2.2575000000000003
3,2,3,3,4178,2.1253125
3,2,4,0,4345,2.36015625
3,2,4,1,4298,2.2940625
3,2,4,2,4380,2.4093750000000003
3,2,4,3,4267,2.25046875
3,2,5,0,4491,2.5654687500000004
3,2,5,1,4419,2.4642187499999997
3,2,5,2,4485,2.55703125
3,2,5,3,4381,2.4107812500000003
3,2,6,0,4601,2.7201562500000005
3,2,6,1,4531,2.62171875
3,2,6,2,4602,2.7215625000000006
3,2,6,3,4493,2.5682812500000005
3,2,7,0,4662,2.8059375
3,2,7,1,4615,2.7398437500000004
3,2,7,2,4698,2.8565625
3,2,7,3,4583,2.6948437500000004
3,2,8,0,4702,2.8621875
3,2,8,1,4662,2.8059375
3,2,8,2,4746,2.9240625
3,2,8,3,4647,2.7848437500000003
3,2,9,0,4728,2.8987500000000006
3,2,9,1,4696,2.8537500000000007
3,2,9,2,4791,2.9873437500000004
3,2,9,3,4686,2.8396875
3,2,10,0,4756,2.9381250000000003
3,2,10,1,4730,2.9015625
3,2,10,2,4830,3.0421875000000003
3,2,10,3,4718,2.8846875
3,2,11,0,4775,2.9648437500000004
3,2,11,1,4755,2.9367187500000003
3,2,11,2,4849,3.0689062500000004
3,2,11,3,4746,2.9240625
3,2,12,0,4790,2.9859375000000004
3,2,12,1,4771,2.9592187500000002
3,2,12,2,4868,3.0956250000000005
3,2,12,3,4762,2.9465624999999998
3,2,13,0,4802,3.0028125
3,2,13,1,4781,2.97328125
3,2,13,2,4889,3.12515625
3,2,13,3,4776,2.9662500000000005
3,2,14,0,4812,3.0168749999999998
3,2,14,1,4793,2.9901562499999996
3,2,14,2,4893,3.13078125
3,2,14,3,4788,2.9831250000000002
3,2,15,0,4820,3.028125
3,2,15,1,4800,3.0
3,2,15,2,4900,3.1406250000000004
3,2,15,3,4801,3.00140625
3,2,16,0,4826,3.0365625
3,2,16,1,4813,3.0182812500000002
3,2,16,2,4921,3.17015625
3,2,16,3,4810,3.0140624999999996
3,2,17,0,4841,3.05765625
3,2,17,1,4826,3.0365625
3,2,17,2,4920,3.1687499999999997
3,2,17,3,4820,3.028125
3,2,18,0,4846,3.0646875000000002
3,2,18,1,4832,3.0450000000000004
3,2,18,2,4933,3.1870312499999995
3,2,18,3,4827,3.03796875
3,2,19,0,4858,3.0815625
3,2,19,1,4843,3.06046875
3,2,19,2,4947,3.2067187500000003
3,2,19,3,4838,3.0534375000000007
3,2,20,0,4859,3.08296875
3,2,20,1,4845,3.06328125
3,2,20,2,4946,3.2053125000000007
3,2,20,3,4839,3.05484375
3,2,21,0,4860,3.084375
3,2,21,1,4844,3.061875
3,2,21,2,4952,3.21375
3,2,21,3,4845,3.06328125
3,2,22,0,4865,3.0914062500000004
3,2,22,1,4847,3.0660937500000003
3,2,22,2,4959,3.2235937500000005
3,2,22,3,4845,3.06328125
3,2,23,0,4866,3.0928125000000004
3,2,23,1,4851,3.0717187500000005
3,2,23,2,4952,3.21375
3,2,23,3,4846,3.0646875000000002
3,2,24,0,4869,3.0970312500000006
3,2,24,1,4850,3.0703125000000004
3,2,24,2,4952,3.21375
3,2,24,3,4848,3.0675000000000003
3,2,25,0,4872,3.10125
3,2,25,1,4853,3.0745312500000006
3,2,25,2,4965,3.23203125
3,2,25,3,4852,3.0731250000000006
3,2,26,0,4872,3.10125
3,2,26,1,4851,3.0717187500000005
3,2,26,2,4959,3.2235937500000005
3,2,26,3,4851,3.0717187500000005
3,2,27,0,4873,3.10265625
3,2,27,1,4857,3.08015625
3,2,27,2,4959,3.2235937500000005
3,2,27,3,4852,3.0731250000000006
3,2,28,0,4877,3.10828125
3,2,28,1,4859,3.08296875
3,2,28,2,4972,3.2418750000000003
3,2,28,3,4857,3.08015625
3,2,29,0,4880,3.1125000000000003
3,2,29,1,4858,3.0815625
3,2,29,2,4965,3.23203125
3,2,29,3,4857,3.08015625
3,2,30,0,4878,3.1096875
3,2,30,1,4857,3.08015625
3,2,30,2,4966,3.2334375
3,2,30,3,4859,3.08296875
3,2,31,0,4879,3.11109375
3,2,31,1,4858,3.0815625
3,2,31,2,4973,3.2432812500000003
3,2,31,3,4858,3.0815625
3,2,32,0,4879,3.11109375
3,2,32,1,4862,3.0871875
3,2,32,2,4965,3.23203125
3,2,32,3,4859,3.08296875
3,2,33,0,4878,3.1096875
3,2,33,1,4864,3.0900000000000003
3,2,33,2,4972,3.2418750000000003
3,2,33,3,4865,3.0914062500000004
3,2,34,0,4879,3.11109375
3,2,34,1,4865,3.0914062500000004
3,2,34,2,4979,3.2517187500000007
3,2,34,3,4864,3.0900000000000003
3,2,35,0,4882,3.1153125000000004
3,2,35,1,4866,3.0928125000000004
3,2,35,2,4971,3.2404687500000002
3,2,35,3,4865,3.0914062500000004
3,2,36,0,4881,3.1139062500000003
3,2,36,1,4871,3.09984375
3,2,36,2,4976,3.2475000000000005
3,2,36,3,4866,3.0928125000000004
3,2,37,0,4887,3.1223437499999998
3,2,37,1,4872,3.10125
3,2,37,2,4985,3.26015625
3,2,37,3,4868,3.0956250000000005
3,2,38,0,4890,3.1265625
3,2,38,1,4877,3.10828125
3,2,38,2,4984,3.25875
3,2,38,3,4870,3.0984374999999997
3,2,39,0,4890,3.1265625
3,2,39,1,4877,3.10828125
3,2,39,2,4979,3.2517187500000007
3,2,39,3,4872,3.10125
3,2,40,0,4887,3.1223437499999998
3,2,40,1,4878,3.1096875
3,2,40,2,4991,3.2685937500000004
3,2,40,3,4871,3.09984375
3,2,41,0,4891,3.12796875
3,2,41,1,4878,3.1096875
3,2,41,2,4985,3.26015625
3,2,41,3,4870,3.0984374999999997
3,2,42,0,4890,3.1265625
3,2,42,1,4877,3.10828125
3,2,42,2,4985,3.26015625
3,2,42,3,4878,3.1096875
3,2,43,0,4891,3.12796875
3,2,43,1,4877,3.10828125
3,2,43,2,4992,3.2700000000000005
3,2,43,3,4878,3.1096875
3,2,44,0,4891,3.12796875
3,2,44,1,4884,3.1181250000000005
3,2,44,2,4987,3.26296875
3,2,44,3,4878,3.1096875
3,2,45,0,4891,3.12796875
3,2,45,1,4883,3.1167187500000004
3,2,45,2,4985,3.26015625
3,2,45,3,4879,3.11109375
3,2,46,0,4891,3.12796875
3,2,46,1,4887,3.1223437499999998
3,2,46,2,4992,3.2700000000000005
3,2,46,3,4877,3.10828125
3,2,47,0,4892,3.129375
3,2,47,1,4884,3.1181250000000005
3,2,47,2,4989,3.2657812500000003
3,2,47,3,4877,3.10828125
3,2,48,0,4891,3.12796875
3,2,48,1,4883,3.1167187500000004
3,2,48,2,4985,3.26015625
3,2,48,3,4882,3.1153125000000004
3,2,49,0,4893,3.13078125
3,2,49,1,4884,3.1181250000000005
3,2,49,2,4995,3.2742187499999997
3,2,49,3,4880,3.1125000000000003
3,4,0,0,4893,3.13078125
3,4,0,1,4885,3.1195312500000005
3,4,0,2,4998,3.2784375
3,4,0,3,4883,3.1167187500000004
3,4,1,0,4893,3.13078125
3,4,1,1,4887,3.1223437499999998
3,4,1,2,4990,3.2671875000000004
3,4,1,3,4884,3.1181250000000005
3,4,2,0,4910,3.1546875
3,4,2,1,4898,3.1378125000000003
3,4,2,2,5008,3.2925000000000004
3,4,2,3,4896,3.1350000000000002
3,4,3,0,4988,3.2643750000000002
3,4,3,1,4959,3.2235937500000005
3,4,3,2,5059,3.36421875
3,4,3,3,4950,3.2109375
3,4,4,0,5106,3.4303125
3,4,4,1,5063,3.3698437500000002
3,4,4,2,5149,3.4907812500000004
3,4,4,3,5045,3.3445312499999997
3,4,5,0,5249,3.63140625
3,4,5,1,5187,3.5442187499999998
3,4,5,2,5267,3.65671875
3,4,5,3,5153,3.4964062499999997
3,4,6,0,5374,3.8071875
3,4,6,1,5307,3.7129687500000004
3,4,6,2,5381,3.8170312500000003
3,4,6,3,5271,3.6623437500000002
3,4,7,0,5446,3.9084375000000007
3,4,7,1,5393,3.833906250000001
3,4,7,2,5469,3.94078125
3,4,7,3,5367,3.7973437499999996
3,4,8,0,5488,3.9674999999999994
3,4,8,1,5448,3.911250000000001
3,4,8,2,5544,4.046250000000001
3,4,8,3,5434,3.8915625
3,4,9,0,5513,4.002656250000001
3,4,9,1,5488,3.9674999999999994
3,4,9,2,5588,4.108124999999999
3,4,9,3,5473,3.9464062500000003
3,4,10,0,5542,4.0434375000000005
3,4,10,1,5511,3.9998437500000006
3,4,10,2,5612,4.141875000000001
3,4,10,3,5506,3.9928125000000003
3,4,11,0,5558,4.0659374999999995
3,4,11,1,5530,4.0265625
3,4,11,2,5639,4.179843750000001
3,4,11,3,5528,4.02375
3,4,12,0,5571,4.084218750000001
3,4,12,1,5546,4.049062500000001
3,4,12,2,5658,4.2065625
3,4,12,3,5546,4.049062500000001
3,4,13,0,5585,4.10390625
3,4,13,1,5565,4.07578125
3,4,13,2,5663,4.21359375
3,4,13,3,5560,4.06875
3,4,14,0,5592,4.11375
3,4,14,1,5575,4.089843750000001
3,4,14,2,5683,4.2417187499999995
3,4,14,3,5572,4.085625
3,4,15,0,5593,4.11515625
3,4,15,1,5583,4.1010937499999995
3,4,15,2,5689,4.25015625
3,4,15,3,5579,4.095468750000001
3,4,16,0,5602,4.1278125
3,4,16,1,5588,4.108124999999999
3,4,16,2,5683,4.2417187499999995
3,4,16,3,5586,4.105312499999999
3,4,17,0,5611,4.140468750000001
3,4,17,1,5594,4.1165625
3,4,17,2,5701,4.2670312500000005
3,4,17,3,5592,4.11375
3,4,18,0,5616,4.147499999999999
3,4,18,1,5601,4.1264062500000005
3,4,18,2,5705,4.272656250000001
3,4,18,3,5598,4.1221875
3,4,19,0,5618,4.1503125
3,4,19,1,5601,4.1264062500000005
3,4,19,2,5702,4.268437500000001
3,4,19,3,5599,4.12359375
3,4,20,0,5618,4.1503125
3,4,20,1,5600,4.125
3,4,20,2,5714,4.2853125
3,4,20,3,5600,4.125
3,4,21,0,5618,4.1503125
3,4,21,1,5608,4.13625
3,4,21,2,5716,4.288125
3,4,21,3,5605,4.132031250000001
3,4,22,0,5623,4.15734375
3,4,22,1,5608,4.13625
3,4,22,2,5709,4.278281249999999
3,4,22,3,5605,4.132031250000001
3,4,23,0,5624,4.1587499999999995
3,4,23,1,5607,4.134843750000001
3,4,23,2,5716,4.288125
3,4,23,3,5607,4.134843750000001
3,4,24,0,5629,4.16578125
3,4,24,1,5607,4.134843750000001
3,4,24,2,5721,4.29515625
3,4,24,3,5611,4.140468750000001
3,4,25,0,5631,4.16859375
3,4,25,1,5615,4.1460937499999995
3,4,25,2,5714,4.2853125
3,4,25,3,5611,4.140468750000001
3,4,26,0,5631,4.16859375
3,4,26,1,5613,4.143281249999999
3,4,26,2,5722,4.2965625
3,4,26,3,5618,4.1503125
3,4,27,0,5635,4.1742187500000005
3,4,27,1,5621,4.15453125
3,4,27,2,5722,4.2965625
3,4,27,3,5618,4.1503125
3,4,28,0,5637,4.177031250000001
3,4,28,1,5620,4.153124999999999
3,4,28,2,5721,4.29515625
3,4,28,3,5624,4.1587499999999995
3,4,29,0,5638,4.178437500000001
3,4,29,1,5627,4.16296875
3,4,29,2,5735,4.3148437500000005
3,4,29,3,5625,4.16015625
3,4,30,0,5645,4.188281249999999
3,4,30,1,5634,4.172812500000001
3,4,30,2,5734,4.313437500000001
3,4,30,3,5624,4.1587499999999995
3,4,31,0,5643,4.185468750000001
3,4,31,1,5633,4.17140625
3,4,31,2,5734,4.313437500000001
3,4,31,3,5631,4.16859375
3,4,32,0,5646,4.1896875
3,4,32,1,5632,4.17
3,4,32,2,5741,4.323281249999999
3,4,32,3,5636,4.175625
3,4,33,0,5651,4.19671875
3,4,33,1,5640,4.18125
3,4,33,2,5748,4.333125
3,4,33,3,5636,4.175625
3,4,34,0,5650,4.1953125
3,4,34,1,5640,4.18125
3,4,34,2,5739,4.32046875
3,4,34,3,5637,4.177031250000001
3,4,35,0,5657,4.20515625
3,4,35,1,5639,4.179843750000001
3,4,35,2,5748,4.333125
3,4,35,3,5638,4.178437500000001
3,4,36,0,5657,4.20515625
3,4,36,1,5642,4.184062500000001
3,4,36,2,5747,4.33171875
3,4,36,3,5643,4.185468750000001
3,4,37,0,5657,4.20515625
3,4,37,1,5646,4.1896875
3,4,37,2,5747,4.33171875
3,4,37,3,5644,4.186875
3,4,38,0,5663,4.21359375
3,4,38,1,5652,4.198125
3,4,38,2,5753,4.34015625
3,4,38,3,5650,4.1953125
3,4,39,0,5664,4.215000000000001
3,4,39,1,5653,4.19953125
3,4,39,2,5760,4.3500000000000005
3,4,39,3,5650,4.1953125
3,4,40,0,5669,4.222031250000001
3,4,40,1,5652,4.198125
3,4,40,2,5752,4.33875
3,4,40,3,5656,4.20375
3,4,41,0,5670,4.223437500000001
3,4,41,1,5658,4.2065625
3,4,41,2,5756,4.344375
3,4,41,3,5657,4.20515625
3,4,42,0,5675,4.230468749999999
3,4,42,1,5658,4.2065625
3,4,42,2,5762,4.352812500000001
3,4,42,3,5656,4.20375
3,4,43,0,5676,4.231875
3,4,43,1,5661,4.21078125
3,4,43,2,5759,4.348593750000001
3,4,43,3,5663,4.21359375
3,4,44,0,5676,4.231875
3,4,44,1,5658,4.2065625
3,4,44,2,5767,4.359843750000001
3,4,44,3,5663,4.21359375
3,4,45,0,5681,4.238906249999999
3,4,45,1,5664,4.215000000000001
3,4,45,2,5772,4.366874999999999
3,4,45,3,5662,4.212187500000001
3,4,46,0,5683,4.2417187499999995
3,4,46,1,5665,4.21640625
3,4,46,2,5769,4.36265625
3,4,46,3,5669,4.222031250000001
3,4,47,0,5682,4.2403125
3,4,47,1,5671,4.224843750000001
3,4,47,2,5772,4.366874999999999
3,4,47,3,5669,4.222031250000001
3,4,48,0,5682,4.2403125
3,4,48,1,5670,4.223437500000001
3,4,48,2,5780,4.378125
3,4,48,3,5669,4.222031250000001
3,4,49,0,5688,4.24875
3,4,49,1,5672,4.226250000000001
3,4,49,2,5772,4.366874999999999
3,4,49,3,5669,4.222031250000001
3,6,0,0,5689,4.25015625
3,6,0,1,5670,4.223437500000001
3,6,0,2,5772,4.366874999999999
3,6,0,3,5673,4.227656250000001
3,6,1,0,5689,4.25015625
3,6,1,1,5672,4.226250000000001
3,6,1,2,5785,4.3851562500000005
3,6,1,3,5676,4.231875
3,6,2,0,5695,4.25859375
3,6,2,1,5679,4.236093749999999
3,6,2,2,5777,4.37390625
3,6,2,3,5676,4.231875
3,6,3,0,5743,4.32609375
3,6,3,1,5722,4.2965625
3,6,3,2,5812,4.423125
3,6,3,3,5719,4.29234375
3,6,4,0,5837,4.45828125
3,6,4,1,5801,4.40765625
3,6,4,2,5891,4.534218750000001
3,6,4,3,5788,4.389375
3,6,5,0,5966,4.6396875
3,6,5,1,5918,4.572187500000001
3,6,5,2,5995,4.680468749999999
3,6,5,3,5895,4.539843749999999
3,6,6,0,6105,4.835156250000001
3,6,6,1,6038,4.7409375
3,6,6,2,6111,4.843593750000001
3,6,6,3,6012,4.704375000000001
3,6,7,0,6195,4.96171875
3,6,7,1,6135,4.8773437500000005
3,6,7,2,6222,4.9996875
3,6,7,3,6110,4.8421875000000005
3,6,8,0,6240,5.0249999999999995
3,6,8,1,6198,4.965937500000001
3,6,8,2,6282,5.0840625
3,6,8,3,6182,4.9434375
3,6,9,0,6268,5.064375000000001
3,6,9,1,6234,5.016562500000001
3,6,9,2,6326,5.1459375000000005
3,6,9,3,6228,5.008125000000001
3,6,10,0,6302,5.112187499999999
3,6,10,1,6273,5.07140625
3,6,10,2,6371,5.20921875
3,6,10,3,6267,5.062968750000001
3,6,11,0,6327,5.147343750000001
3,6,11,1,6300,5.109375000000001
3,6,11,2,6391,5.237343750000001
3,6,11,3,6292,5.0981250000000005
3,6,12,0,6347,5.17546875
3,6,12,1,6319,5.136093750000001
3,6,12,2,6415,5.27109375
3,6,12,3,6319,5.136093750000001
3,6,13,0,6365,5.2007812499999995
3,6,13,1,6337,5.16140625
3,6,13,2,6441,5.30765625
3,6,13,3,6337,5.16140625
3,6,14,0,6379,5.22046875
3,6,14,1,6357,5.189531250000001
3,6,14,2,6450,5.320312500000001
3,6,14,3,6349,5.17828125
3,6,15,0,6382,5.2246875
3,6,15,1,6363,5.197968749999999
3,6,15,2,6455,5.327343750000001
3,6,15,3,6361,5.195156250000001
3,6,16,0,6384,5.227500000000001
3,6,16,1,6367,5.20359375
3,6,16,2,6467,5.34421875
3,6,16,3,6363,5.197968749999999
3,6,17,0,6390,5.2359375
3,6,17,1,6370,5.207812499999999
3,6,17,2,6467,5.34421875
3,6,17,3,6369,5.20640625
3,6,18,0,6390,5.2359375
3,6,18,1,6372,5.210625
3,6,18,2,6471,5.34984375
3,6,18,3,6376,5.2162500000000005
3,6,19,0,6396,5.244375
3,6,19,1,6381,5.22328125
3,6,19,2,6480,5.362500000000001
3,6,19,3,6381,5.22328125
3,6,20,0,6403,5.25421875
3,6,20,1,6386,5.2303125
3,6,20,2,6480,5.362500000000001
3,6,20,3,6382,5.2246875
3,6,21,0,6410,5.2640625000000005
3,6,21,1,6389,5.234531250000001
3,6,21,2,6486,5.370937500000001
3,6,21,3,6383,5.22609375
3,6,22,0,6411,5.26546875
3,6,22,1,6395,5.242968749999999
3,6,22,2,6494,5.3821875
3,6,22,3,6388,5.233125000000001
3,6,23,0,6415,5.27109375
3,6,23,1,6401,5.25140625
3,6,23,2,6492,5.379375
3,6,23,3,6395,5.242968749999999
3,6,24,0,6418,5.275312500000001
3,6,24,1,6401,5.25140625
3,6,24,2,6499,5.3892187499999995
3,6,24,3,6401,5.25140625
3,6,25,0,6422,5.280937500000001
3,6,25,1,6407,5.25984375
3,6,25,2,6511,5.40609375
3,6,25,3,6402,5.2528125
3,6,26,0,6423,5.282343750000001
3,6,26,1,6411,5.26546875
3,6,26,2,6506,5.3990625
3,6,26,3,6408,5.26125
3,6,27,0,6429,5.290781249999999
3,6,27,1,6415,5.27109375
3,6,27,2,6509,5.403281250000001
3,6,27,3,6412,5.266875000000001
3,6,28,0,6435,5.29921875
3,6,28,1,6419,5.276718750000001
3,6,28,2,6518,5.415937500000001
3,6,28,3,6414,5.269687500000001
3,6,29,0,6436,5.300625
3,6,29,1,6421,5.279531250000001
3,6,29,2,6518,5.415937500000001
3,6,29,3,6414,5.269687500000001
3,6,30,0,6442,5.3090625000000005
3,6,30,1,6428,5.289375
3,6,30,2,6518,5.415937500000001
3,6,30,3,6421,5.279531250000001
3,6,31,0,6446,5.314687500000001
3,6,31,1,6428,5.289375
3,6,31,2,6531,5.43421875
3,6,31,3,6426,5.2865625
3,6,32,0,6449,5.31890625
3,6,32,1,6434,5.2978125
3,6,32,2,6525,5.42578125
3,6,32,3,6428,5.289375
3,6,33,0,6455,5.327343750000001
3,6,33,1,6434,5.2978125
3,6,33,2,6531,5.43421875
3,6,33,3,6434,5.2978125
3,6,34,0,6455,5.327343750000001
3,6,34,1,6438,5.3034375
3,6,34,2,6539,5.445468750000001
3,6,34,3,6434,5.2978125
3,6,35,0,6455,5.327343750000001
3,6,35,1,6440,5.30625
3,6,35,2,6537,5.442656250000001
3,6,35,3,6438,5.3034375
3,6,36,0,6455,5.327343750000001
3,6,36,1,6440,5.30625
3,6,36,2,6538,5.4440625
3,6,36,3,6439,5.30484375
3,6,37,0,6456,5.328750000000001
3,6,37,1,6439,5.30484375
3,6,37,2,6544,5.452500000000001
3,6,37,3,6441,5.30765625
3,6,38,0,6462,5.3371875
3,6,38,1,6441,5.30765625
3,6,38,2,6537,5.442656250000001
3,6,38,3,6440,5.30625
3,6,39,0,6455,5.327343750000001
3,6,39,1,6446,5.314687500000001
3,6,39,2,6537,5.442656250000001
